Rk,Player,Tm,Pos,Shift,GPâ–¼,,TOI,CF% Rel,GF/60,GA/60,,TOI,CF% Rel,GF/60,GA/60,,TOI,CF% Rel,GF/60,GA/60
740,Chris Butler\butlech01,STL,D,0:29,13,,13:05,5.2,2.5,1.4,,0:00,,0.0,0.0,,0:56,-4.0,0.0,14.8
741,Eric Robinson\robiner01,CBJ,LW,0:36,13,,11:44,-0.8,0.4,2.0,,0:05,16.1,0.0,0.0,,0:00,,,
742,Jonny Brodzinski\brodzjo01,LAK,C,1:04,13,,9:37,-3.3,2.4,2.4,,0:17,-8.5,15.7,0.0,,0:00,,,
743,Rourke Chartier\chartro01,SJS,C,0:38,13,,8:58,-4.8,1.0,3.6,,0:01,,0.0,0.0,,0:23,-21.1,0.0,0.0
744,Zach Trotman\trotmza01,PIT,D,0:36,13,,13:25,-4.1,2.4,1.0,,1:13,-2.7,3.7,0.0,,0:36,-0.8,0.0,7.6
745,Alexander Nylander\nylanal01,BUF,LW,0:59,12,,11:11,5.0,1.8,3.1,,0:58,5.1,10.2,0.0,,0:00,,,
746,Darren Archibald\archida02,TOT,RW,0:41,12,,7:22,-13.2,0.0,6.1,,0:00,,,,,0:00,,,
747,Mark Barberio\barbema01,COL,D,0:39,12,,12:42,-11.8,1.6,4.3,,0:00,,,,,2:30,1.6,2.0,4.0
748,Matt Read\readma01,MIN,RW,0:34,12,,10:58,2.5,2.3,3.2,,0:09,-84.7,0.0,0.0,,0:36,-1.2,0.0,16.4
749,Max Veronneau\veronma01,OTT,RW,0:37,12,,11:19,-5.8,1.3,3.5,,1:11,4.4,12.6,0.0,,0:00,,,
750,Andrew Agozzino\agozzan01,COL,LW,0:51,11,,7:15,-2.1,2.3,0.8,,0:05,,0.0,0.0,,0:27,3.9,0.0,12.1
751,C.J. Smith\smithcj01,BUF,LW,0:36,11,,10:16,1.7,1.6,1.6,,0:04,,0.0,0.0,,0:17,-15.7,0.0,0.0
752,Joe Hicketts\hickejo01,DET,D,0:50,11,,15:55,-9.0,0.7,3.8,,0:02,,0.0,0.0,,2:36,-0.1,0.0,12.5
753,Justin Bailey\baileju01,PHI,RW,0:53,11,,5:44,-1.8,1.9,1.9,,0:00,,,,,0:00,,,
754,Justin Dowling\dowliju01,DAL,C,0:31,11,,11:40,2.8,0.9,2.8,,0:59,11.3,16.5,0.0,,0:00,,,
755,Justin Holl\hollju01,TOR,D,0:47,11,,12:27,-2.0,2.6,5.3,,0:02,,0.0,0.0,,0:00,,,
756,Karson Kuhlman\kuhlmka01,BOS,C,0:33,11,,11:24,6.9,4.3,1.9,,0:00,,,,,0:44,-7.1,0.0,14.8
757,Kurtis MacDermid\macdeku01,LAK,D,0:40,11,,8:53,6.9,2.5,3.1,,0:02,,0.0,0.0,,0:24,-13.2,0.0,0.0
758,Nick Lappin\lappini01,NJD,RW,0:29,11,,12:25,-4.4,0.4,3.1,,1:11,0.7,4.5,0.0,,0:03,,0.0,0.0
759,Wade Megan\meganwa01,DET,C,0:34,11,,7:43,0.1,1.4,4.3,,0:00,,,,,0:09,24.2,0.0,30.5
760,Brandon Davidson\davidbr01,CHI,D,0:41,10,,12:23,-1.7,1.5,3.4,,0:03,,0.0,0.0,,1:20,1.7,0.0,4.5
761,Eric Gryba\grybaer01,NJD,D,0:48,10,,14:00,4.6,2.2,2.7,,0:00,,0.0,0.0,,1:16,-0.9,0.0,7.0
762,Joshua Ho-Sang\hosanjo01,NYI,C/RW,0:37,10,,12:36,10.8,1.4,0.5,,1:55,-13.0,9.4,0.0,,0:00,,,
763,Justin Falk\falkju01,OTT,D,0:36,10,,11:47,-2.4,1.0,3.1,,0:00,,0.0,0.0,,1:07,4.4,0.0,0.0
764,Max Comtois\comtoma01,ANA,LW,0:31,10,,13:05,-9.8,3.7,1.4,,1:29,-3.8,0.0,8.1,,0:00,,,
765,Ryan Kuffner\kuffnry01,DET,LW,0:45,10,,10:02,-8.3,0.0,1.8,,0:53,0.6,6.7,6.7,,0:00,,,
766,Steven Fogarty\fogarst01,NYR,C,0:51,10,,7:45,-5.8,0.8,1.5,,0:00,,,,,0:00,,,
767,Taro Hirose\hirosta01,DET,LW,0:48,10,,14:23,-8.5,2.9,2.5,,0:54,-11.1,6.6,13.3,,0:00,,,
768,Alex Formenton\formeal01,OTT,LW,0:42,9,,11:10,-4.5,1.8,3.0,,0:05,14.4,0.0,0.0,,0:24,-12.6,0.0,16.6
769,Danick Martel\marteda01,TBL,LW,0:46,9,,10:00,-3.6,2.7,0.7,,0:01,-82.5,0.0,0.0,,0:09,-10.9,0.0,0.0
770,Filip Zadina\zadinfi01,DET,RW,0:47,9,,13:04,-6.9,1.0,3.6,,2:18,11.5,8.7,0.0,,0:00,,,
771,Joseph Blandisi\blandjo01,TOT,C,0:33,9,,7:13,-5.6,2.0,4.0,,0:01,,0.0,0.0,,0:11,-18.6,0.0,0.0
772,Karl Alzner\alzneka01,MTL,D,0:48,9,,15:08,-3.5,1.8,1.3,,0:02,15.6,0.0,0.0,,2:07,5.6,0.0,9.4
773,Luca Sbisa\sbisalu01,NYI,D,0:38,9,,13:42,0.7,1.9,1.9,,0:00,,0.0,0.0,,1:45,13.5,0.0,3.8
774,Marc Methot\methoma01,DAL,D,0:32,9,,15:17,-8.4,1.7,3.1,,0:00,,0.0,0.0,,1:38,-6.2,0.0,4.1
775,Nicolas Aube-Kubel\aubekni01,PHI,RW,0:32,9,,5:32,4.8,1.2,0.0,,0:02,,0.0,0.0,,0:00,,,
776,Brendan Guhle\guhlebr01,TOT,D,0:42,8,,13:58,2.2,0.7,2.7,,1:01,1.1,0.0,0.0,,0:00,,,
777,Dylan Gambrell\gambrdy01,SJS,C,0:38,8,,8:15,-2.9,0.9,0.0,,0:01,,0.0,0.0,,0:20,88.9,0.0,0.0
778,Guillaume Brisebois\brisegu01,VAN,D,0:37,8,,10:58,0.4,1.4,4.1,,0:02,,,,,0:00,,,
779,Kalle Kossila\kossika01,ANA,LW,0:48,8,,8:19,-0.7,0.9,1.8,,0:07,9.9,0.0,0.0,,1:51,2.0,0.0,8.1
780,Marko DaÅˆo\danoma01,COL,C,0:44,8,,6:50,-1.7,1.1,2.2,,0:00,,,,,0:02,-13.3,0.0,0.0
781,Matt Puempel\puempma01,DET,LW,0:47,8,,9:40,-3.1,0.0,1.5,,0:42,-27.0,10.6,0.0,,0:00,,,
782,Nikita Scherbak\scherni01,LAK,RW,0:38,8,,10:06,6.0,1.5,4.5,,0:04,15.3,0.0,0.0,,0:00,,,
783,Sonny Milano\milanso01,CBJ,LW,0:37,8,,8:07,10.5,2.8,2.8,,0:12,7.9,0.0,0.0,,0:00,,,
784,Tanner Fritz\fritzta01,NYI,C,0:43,8,,10:28,-6.1,0.7,2.9,,0:00,,,,,0:20,13.3,0.0,0.0
785,Dylan McIlrath\mcilrdy01,DET,D,0:38,7,,13:18,3.3,2.6,1.3,,0:00,,,,,1:52,6.2,0.0,4.6
786,Evan Bouchard\bouchev01,EDM,D,0:31,7,,10:48,11.0,0.8,4.0,,1:27,-22.0,5.9,5.9,,0:05,-13.7,0.0,0.0
787,Janne Kuokkanen\kuokkja01,CAR,C/LW,0:53,7,,8:34,-9.9,1.0,3.0,,2:14,-5.6,7.7,0.0,,0:06,,0.0,0.0
788,Martin Hanzal\hanzama01,DAL,C,0:38,7,,9:43,-4.8,1.8,5.3,,1:55,-4.8,13.4,0.0,,1:13,5.8,0.0,7.0
789,Martin Necas\necasma01,CAR,C,0:42,7,,8:06,-11.0,2.1,2.1,,1:55,-3.3,0.0,0.0,,0:00,,,
790,Maxim Mamin\maminma01,FLA,C/RW,0:38,7,,7:17,6.3,0.0,2.4,,0:03,-91.6,0.0,0.0,,0:00,,,
791,Nathan Bastian\bastina01,NJD,RW,0:27,7,,11:03,3.4,2.4,2.4,,1:37,-13.1,0.0,0.0,,0:00,,,
792,Patrick Eaves\eavespa01,ANA,RW,0:46,7,,12:18,-8.5,1.4,3.5,,1:33,5.8,5.5,5.5,,0:00,,,
793,Paul Carey\careypa01,TOT,C,0:44,7,,10:25,-2.5,4.2,4.2,,0:02,14.3,0.0,0.0,,0:11,,,
794,Sheldon Rempal\rempash01,LAK,RW,0:40,7,,8:44,-3.9,1.0,2.0,,0:00,,,,,0:00,,,
795,Adam Johnson\johnsad01,PIT,C,0:32,6,,5:18,-1.3,5.7,1.9,,0:00,,,,,0:00,,,
796,Colin Blackwell\blackco01,NSH,C,0:35,6,,9:38,7.1,0.0,1.0,,0:05,-36.8,0.0,0.0,,0:00,,,
797,Cooper Marody\marodco01,EDM,C,0:49,6,,6:49,5.5,0.0,0.0,,0:05,-79.2,0.0,109.1,,0:00,,,
798,Daniel Carr\carrda01,VEG,LW,1:03,6,,9:41,10.1,2.1,3.1,,0:08,,0.0,0.0,,0:00,,,
799,Eric Tangradi\tangrer01,NJD,C,0:34,6,,11:59,3.7,0.8,3.3,,1:46,-13.5,0.0,0.0,,0:01,,,
800,Erik Condra\condrer01,DAL,RW,0:37,6,,11:29,9.1,0.9,2.6,,1:12,-13.3,0.0,0.0,,0:00,,,
801,Jack Rodewald\rodewja01,OTT,RW,0:30,6,,7:03,-8.0,0.0,0.0,,0:00,,,,,0:00,,,
802,Kyle Rau\rauky01,MIN,C,0:41,6,,7:00,7.8,1.4,1.4,,0:00,,,,,0:00,,,
803,Libor Sulak\sulakli01,DET,D,0:40,6,,17:12,-10.8,1.2,4.1,,0:01,,0.0,0.0,,2:09,0.9,4.6,4.6
804,Nicolas Roy\royni01,CAR,C,0:48,6,,6:51,-10.9,0.0,0.0,,0:00,,,,,0:05,-31.4,0.0,102.9
805,Patrick Russell\russepa01,EDM,RW,0:46,6,,8:09,18.1,0.0,0.0,,0:10,,0.0,0.0,,0:27,-14.6,0.0,0.0
806,Sam Carrick\carrisa01,ANA,C,0:21,6,,9:58,-7.7,1.0,2.0,,0:00,,,,,0:14,38.2,0.0,0.0
807,Victor Olofsson\olofsvi01,BUF,RW,0:47,6,,16:05,7.5,2.5,1.9,,1:52,-8.3,10.7,0.0,,0:03,,0.0,0.0
808,Andrej Sustr\sustran01,ANA,D,0:32,5,,11:44,0.4,1.0,1.0,,0:08,-23.3,0.0,0.0,,0:09,-6.1,0.0,75.0
809,Cody Goloubef\golouco01,OTT,D,0:46,5,,10:32,-5.4,1.1,1.1,,0:00,,,,,0:16,89.4,0.0,0.0
810,Dillon Heatherington\heathdi01,DAL,D,0:38,5,,10:08,6.1,5.9,1.2,,0:03,14.3,0.0,0.0,,0:00,,,
811,Filip Chlapik\chlapfi01,OTT,C,0:47,5,,12:13,12.1,2.0,3.9,,1:38,33.8,0.0,0.0,,0:00,,,
812,Jake Chelios\chelija01,DET,D,1:01,5,,16:28,-0.4,0.7,0.7,,0:00,,,,,0:44,12.8,0.0,0.0
813,Jaret Anderson-Dolan\anderja01,LAK,C,0:43,5,,9:49,-8.6,2.4,4.9,,1:47,5.4,0.0,0.0,,0:00,,,
814,John Gilmour\gilmojo01,NYR,D,0:45,5,,15:56,-14.7,0.8,3.0,,0:07,-87.8,0.0,0.0,,0:00,,0.0,0.0
815,Kristian Vesalainen\vesalkr01,WPG,W,0:39,5,,6:46,-1.4,1.8,1.8,,0:03,,0.0,0.0,,0:00,,,
816,Libor Hajek\hajekli01,NYR,D,0:48,5,,15:29,9.0,2.3,1.6,,0:08,,0.0,0.0,,0:54,4.8,0.0,0.0
817,Logan O'Connor\oconnlo01,COL,RW,0:49,5,,6:17,-6.7,0.0,3.8,,0:00,,,,,0:31,57.4,0.0,23.1
818,Michael Bunting\buntimi01,ARI,LW,0:44,5,,9:33,3.6,1.3,1.3,,0:00,,,,,0:00,,,
819,Nikita Soshnikov\soshnni01,STL,RW,0:38,5,,7:08,-15.0,1.7,3.4,,0:01,,0.0,0.0,,0:00,,,
820,Quinn Hughes\hughequ01,VAN,D,0:38,5,,16:48,13.0,1.4,1.4,,1:16,2.4,28.1,0.0,,0:00,,,
821,Ryan Lindgren\lindgry01,NYR,D,0:47,5,,13:51,2.8,0.9,6.1,,0:00,,,,,0:43,6.4,0.0,0.0
822,Samuel Morin\morinsa01,PHI,D,0:33,5,,11:27,0.7,1.0,4.2,,0:00,11.5,0.0,0.0,,0:54,1.9,0.0,0.0
823,Stephen Gionta\giontst01,NYI,C,0:44,5,,7:41,-10.3,0.0,6.2,,0:01,,,,,1:04,-8.2,0.0,22.4
824,Adam Clendening\clendad01,CBJ,D,0:40,4,,8:52,-7.7,3.4,1.7,,0:17,12.1,0.0,0.0,,1:30,9.5,0.0,10.0
825,Anthony Peluso\pelusan01,CGY,RW,0:40,4,,4:06,-4.9,0.0,3.6,,0:00,,,,,0:00,,,
826,Ben Gleason\gleasbe01,DAL,D,0:33,4,,13:55,-2.1,2.2,3.2,,0:57,22.2,0.0,0.0,,0:00,,,
827,Brian Lashoff\lashobr01,DET,D,0:35,4,,12:25,-9.3,2.4,3.6,,0:00,,,,,1:14,5.8,0.0,0.0
828,Calle Rosen\rosenca01,TOR,D,0:39,4,,16:11,-1.1,3.7,6.5,,0:29,-45.7,0.0,0.0,,0:01,-27.8,0.0,600.0
829,Cameron Schilling\schilca01,WPG,D,0:42,4,,11:31,-4.7,2.6,2.6,,0:00,,,,,0:34,-10.5,0.0,23.4
830,Daniel Brickley\brickda01,LAK,D,0:32,4,,12:33,-6.1,2.4,4.8,,0:02,,0.0,0.0,,0:12,-11.1,0.0,0.0
831,Dante Fabbro\fabbrda01,NSH,D,0:44,4,,12:31,0.4,1.2,2.4,,0:00,,,,,0:13,,0.0,0.0
832,Dominic Turgeon\turgedo01,DET,C,0:26,4,,10:54,-0.1,0.0,4.1,,0:00,,,,,1:41,-24.5,0.0,26.7
833,Eeli Tolvanen\tolvaee01,NSH,RW,0:44,4,,11:49,7.0,2.5,0.0,,1:27,5.2,10.3,0.0,,0:00,,,
834,Erik Burgdoerfer\burgder01,OTT,D,0:31,4,,10:14,0.6,0.0,1.5,,0:09,-81.8,0.0,0.0,,0:16,-3.0,0.0,53.7
835,Kevin Stenlund\stenlke01,CBJ,C,0:36,4,,10:56,-0.3,0.0,0.0,,0:01,,,,,0:00,,,
836,Matt Beleskey\belesma01,NYR,LW,0:34,4,,7:22,-8.9,2.0,0.0,,0:00,,,,,0:00,,,
837,Matt Tennyson\tennyma01,BUF,D,0:50,4,,10:38,3.6,2.8,8.5,,0:01,,,,,0:04,,0.0,0.0
838,Ryan Lomberg\lombery01,CGY,LW,0:45,4,,6:32,-29.0,0.0,0.0,,0:26,,0.0,0.0,,0:00,,,
839,Timothy Gettinger\gettiti01,NYR,LW,0:44,4,,7:31,-9.4,2.0,2.0,,0:00,,,,,0:00,,,
840,William Borgen\borgewi01,BUF,D,0:39,4,,15:48,-0.3,0.0,4.7,,0:00,,,,,0:44,-9.1,0.0,0.0
841,Zack MacEwen\macewza01,VAN,C,0:32,4,,6:28,-2.0,2.3,11.6,,0:40,12.5,0.0,0.0,,0:02,,,
842,Andreas Englund\engluan01,OTT,D,1:00,3,,12:37,16.8,0.0,4.8,,0:02,,0.0,0.0,,0:41,20.0,29.3,0.0
843,Brendan Gaunce\gauncbr01,VAN,C,0:34,3,,7:36,4.5,10.5,2.6,,0:00,,,,,0:00,,,
844,Colton White\whiteco03,NJD,D,0:32,3,,13:51,-14.7,1.4,4.3,,0:18,12.5,0.0,0.0,,0:03,,,
845,Jacob Middleton\middlja01,SJS,D,0:54,3,,9:32,6.2,4.2,6.3,,0:00,,,,,0:23,,0.0,0.0
846,Kevin Roy\royke01,ANA,C,0:42,3,,12:51,15.0,0.0,1.6,,0:11,5.7,0.0,0.0,,0:00,,,
847,Nathan Walker\walkena01,WSH,C,0:47,3,,7:18,-0.8,2.7,0.0,,0:24,-9.6,0.0,0.0,,0:25,-9.4,0.0,46.8
848,Ryan Murphy\murphry01,TOT,D,1:00,3,,10:12,-9.6,3.1,0.0,,0:57,,,,,0:00,,,
849,Stefan Elliott\elliost01,OTT,D,0:39,3,,8:18,13.3,4.8,2.4,,0:41,,0.0,0.0,,0:00,,,
850,Tomas Plekanec\plekato01,MTL,C,0:39,3,,9:20,-3.1,4.3,4.3,,0:05,9.3,0.0,0.0,,1:26,-8.2,0.0,27.7
851,Adam Cracknell\crackad01,ANA,RW,0:33,2,,10:16,6.2,0.0,2.9,,0:00,,,,,0:10,,,
852,Alexandre Texier\texieal01,CBJ,C,0:41,2,,12:46,-13.4,7.0,0.0,,0:00,,,,,0:00,,,
853,Anton Lindholm\lindhan01,COL,D,0:46,2,,6:20,-0.5,0.0,4.6,,0:00,,,,,0:50,-15.4,0.0,0.0
854,Brogan Rafferty\raffebr01,VAN,D,0:37,2,,13:21,19.6,0.0,2.2,,0:00,,,,,0:00,,,
855,Cameron Gaunce\gauncca01,TBL,D,0:57,2,,14:33,5.7,4.1,0.0,,0:00,,,,,1:06,33.3,27.1,0.0
856,Dominic Toninato\tonindo01,COL,C,0:39,2,,6:28,-15.1,4.6,4.6,,0:00,,,,,0:14,-17.6,0.0,0.0
857,Erik Brannstrom\branner01,OTT,D,0:44,2,,16:04,1.1,1.9,1.9,,1:42,44.4,0.0,0.0,,0:17,71.4,0.0,0.0
858,Jacob MacDonald\macdoja02,FLA,D,0:38,2,,11:23,5.6,2.6,0.0,,0:40,12.5,0.0,0.0,,0:00,,,
859,Jacob Nilsson\nilssja01,CHI,C,0:26,2,,6:52,-4.1,0.0,8.7,,0:00,,,,,0:59,-6.7,0.0,0.0
860,Jake Bean\beanja01,CAR,D,0:34,2,,8:18,-16.4,0.0,0.0,,0:09,,0.0,0.0,,0:00,,,
861,Jakub Zboril\zborija01,BOS,D,0:32,2,,10:54,15.4,0.0,0.0,,0:00,,,,,0:02,,,
862,Kerby Rychel\rycheke01,CGY,LW,0:49,2,,8:55,-16.7,0.0,3.4,,0:15,23.8,120.0,0.0,,0:00,,,
863,Kole Sherwood\sherwko01,CBJ,RW,0:43,2,,8:27,-12.4,3.6,0.0,,0:48,,0.0,0.0,,0:00,,,
864,Kyle Capobianco\capobky01,ARI,D,0:34,2,,14:27,-5.1,0.0,4.2,,1:37,13.3,0.0,0.0,,0:00,,,
865,Lee Stempniak\stemple01,BOS,RW,0:49,2,,7:49,-1.0,0.0,3.8,,0:00,,,,,0:00,,,
866,Logan Brown\brownlo01,OTT,C,0:43,2,,7:58,4.3,0.0,3.8,,2:32,54.9,0.0,11.8,,0:00,,,
867,Louis Belpedio\belpelo01,MIN,D,0:54,2,,13:06,-4.8,2.3,2.3,,0:01,,,,,0:00,,,
868,Mark Alt\altma01,COL,D,0:38,2,,9:30,8.4,0.0,0.0,,0:00,,,,,0:24,-7.1,0.0,0.0
869,Mark Letestu\letesma01,CBJ,C,0:27,2,,8:59,-16.3,0.0,3.3,,0:20,0.0,87.8,0.0,,0:00,,,
870,Matt Bartkowski\bartkma01,MIN,D,0:39,2,,10:42,-13.2,5.6,0.0,,0:00,,,,,0:00,,,
871,Matt Donovan\donovma01,NSH,D,0:34,2,,7:23,-14.7,4.1,4.1,,0:00,,,,,0:00,,,
872,Nico Sturm\sturmni01,MIN,C,0:38,2,,11:57,12.7,0.0,0.0,,0:07,,0.0,0.0,,0:43,-22.2,0.0,0.0
873,Tyler Lewington\lewinty01,WSH,D,0:31,2,,13:14,13.8,6.8,0.0,,0:00,,,,,0:33,100.0,0.0,0.0
874,Tyrell Goulbourne\goulbty01,PHI,LW,0:32,2,,7:24,0.5,0.0,0.0,,0:00,,,,,0:00,,,
875,Urho Vaakanainen\vaakaur01,BOS,D,0:39,2,,8:39,9.8,0.0,3.5,,0:00,,,,,0:26,-3.6,0.0,0.0
876,Zachary Senyshyn\senysza01,BOS,RW,0:43,2,,11:14,-5.1,2.7,2.7,,0:00,,,,,0:21,-25.0,0.0,85.7
877,Anthony Greco\grecoan01,FLA,RW,0:35,1,,9:30,8.6,0.0,18.9,,0:00,,,,,0:00,,,
878,Anthony Richard\richaan01,NSH,C,0:32,1,,7:22,-18.7,0.0,8.1,,0:00,,,,,0:00,,,
879,Anton Blidh\blidhan01,BOS,LW,0:42,1,,12:20,-16.7,0.0,0.0,,0:00,,,,,1:26,100.0,0.0,0.0
880,Blake Lizotte\lizotbl01,LAK,C,0:45,1,,11:12,28.4,0.0,5.4,,0:00,,,,,0:00,,,
881,Brady Keeper\keepebr01,FLA,D,0:40,1,,12:40,11.8,4.7,0.0,,0:00,,,,,0:00,,,
882,Brandon Gignac\gignabr01,NJD,C,0:48,1,,9:04,0.0,0.0,13.2,,0:00,,,,,0:00,,,
883,Chase De Leo\deleoch01,ANA,C,0:46,1,,12:01,1.7,5.4,0.0,,0:00,,,,,0:31,,0.0,0.0
884,Chris Thorburn\thorbch01,STL,RW,0:37,1,,1:52,-39.8,0.0,0.0,,0:00,,,,,0:00,,,
885,Cory Conacher\conacco01,TBL,LW,0:48,1,,8:26,16.2,0.0,0.0,,0:09,,,,,0:00,,,
886,Curtis Lazar\lazarcu01,CGY,C/RW,0:40,1,,4:48,7.7,0.0,12.5,,0:00,,,,,0:00,,,
887,Dakota Mermis\mermida01,ARI,D,0:41,1,,11:20,5.6,5.3,0.0,,0:00,,,,,0:00,,,
888,Danny O'Regan\oregada01,BUF,C,0:47,1,,11:03,-3.3,0.0,0.0,,0:53,0.0,0.0,0.0,,0:00,,,
889,Dennis Gilbert\gilbede01,CHI,D,0:41,1,,12:46,-0.5,0.0,0.0,,0:00,,,,,0:00,,,
890,Derek MacKenzie\mackede01,FLA,C,0:40,1,,2:43,-11.2,0.0,0.0,,0:00,,,,,0:00,,,
891,Gabriel Carlsson\carlsga01,CBJ,D,0:27,1,,8:22,-12.8,0.0,7.2,,0:00,,,,,0:59,0.0,0.0,0.0
892,Jakub Jerabek\jerabja01,STL,D,0:23,1,,7:25,-7.3,0.0,24.3,,0:02,,0.0,0.0,,0:25,75.0,0.0,0.0
893,Jimmy Schuldt\schulja01,VEG,D,0:59,1,,19:12,-9.3,6.2,9.4,,1:49,33.3,0.0,0.0,,0:02,,,
894,Josh Teves\tevesjo01,VAN,D,0:38,1,,13:40,-13.4,0.0,4.4,,0:00,,,,,0:00,,,
895,Joshua Jacobs\jacobjo01,NJD,D,0:50,1,,14:54,1.3,0.0,4.0,,0:00,,,,,0:00,,,
896,Justin Kloos\kloosju01,ANA,C,0:34,1,,7:04,37.7,0.0,0.0,,0:00,,,,,0:00,,,
897,Laurent Dauphin\dauphla01,ARI,C,0:40,1,,12:19,3.8,0.0,4.9,,0:00,,,,,0:00,,,
898,Mark Friedman\friedma01,PHI,D,0:34,1,,12:33,-1.8,0.0,4.8,,0:00,,,,,0:00,,,
899,Nelson Nogier\nogiene01,WPG,D,0:45,1,,10:06,-4.6,0.0,0.0,,0:00,,,,,0:00,,,
900,Reid Boucher\bouchre01,VAN,C,0:24,1,,5:28,5.2,0.0,0.0,,0:00,,,,,0:00,,,
901,Rem Pitlick\pitlire01,NSH,C,0:41,1,,9:43,-5.4,0.0,0.0,,0:00,,0.0,0.0,,0:00,,,
902,Riley Stillman\stillri01,FLA,D,0:36,1,,11:22,31.3,5.3,5.3,,0:00,,,,,0:00,,,
903,Ryan Poehling\poehlry01,MTL,C,0:31,1,,10:40,20.5,16.9,0.0,,0:00,,,,,0:42,0.0,0.0,0.0
904,Trevor Carrick\carritr01,CAR,D,0:48,1,,11:29,-2.4,0.0,5.2,,0:00,,,,,0:00,,,
905,Vitaly Abramov\abramvi01,OTT,RW,0:30,1,,13:01,-1.8,0.0,9.2,,0:51,-60.0,0.0,70.6,,0:00,,,
906,Zac Dalpe\dalpeza01,CBJ,RW,0:29,1,,9:01,-11.8,6.7,0.0,,0:00,,,,,0:00,,,